resp_id,submitted_date,question_no,question_type,question,answer,answer_duration_sec
R14,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,매우 쉽게 구분된다,4
R14,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"배달앱 (배민, 쿠팡이츠 등)",2
R14,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",0
R14,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,ARC(외국인등록증) 없음,4
R14,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,2
R14,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,2
R14,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",매우 원한다,2
R14,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"쇼핑 (의류, 악세서리 등)",2
R14,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",7
R14,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,K-Beauty 피부타입 추천 (본인의 피부타입에 맞는 K-뷰티 제품 추천),5
R14,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,5
R14,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,어느 정도 참여할 의향이 있다,3
R14,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,2
R14,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,5
R14,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,유학,5
R14,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"고급 수준 (비즈니스 대화, 문서 이해)",4
R14,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,매우 참여하고 싶다,2
R14,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.","I think I would like more information about visas, especially when I'm changing my visa from D2 to working visa. I was really confused about finding jobs that could support my working visa and not only like internship visa, which is like a job-seeking visa.",39
R14,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,maybe K Beauty because it's like trending and but I'm also scared of where it's like the clinic where which clinic are good to go for like maybe face or for body care or maybe some,35
R14,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)","gabrielladavintia
[이메일-마스킹]",13
R14,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,indonesia,26
R14,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,none,5
R15,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,일본,1
R15,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,남성,2
R15,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,60대 이상,2
R15,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",별로 신뢰하지 않는다,5
R15,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,판단하기 어렵다,3
R15,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"배달앱 (배민, 쿠팡이츠 등)",67
R15,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,한국 휴대폰 번호 부재,7
R15,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,92
R15,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",보통이다,4
R15,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",어느 정도 원한다,5
R15,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"한식당 (한우, 삼겹살, 찌개 등)",35
R15,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),Ask GLOU AI (AI 챗봇으로 한국 생활 정보 및 추천 받기),8
R15,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",6
R15,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,2
R15,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,별로 참여하고 싶지 않다,3
R15,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,포인트 적립 (앱 내 사용),4
R15,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1개월 미만,3
R15,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,관광/여행,4
R15,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,전혀 못함,3
R15,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,전혀 참여하고 싶지 않다,3
R15,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",言語がわからないのと、韓国料理をたくさん知らないのでレストランで何を頼んだらいいかわからない,6
R15,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,韓国語メニューで焼肉屋に行ったら頼むべきものなどのおすすめが欲しい,60
R15,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",。,26
R15,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,日本,2
R15,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,なし,3
R16,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,기타 아시아,3
R16,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,3
R16,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,3
R16,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",매우 신뢰한다,8
R16,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,매우 쉽게 구분된다,7
R16,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",13
R16,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,한국 휴대폰 번호 부재,21
R16,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,어느 정도 도움이 될 것 같다,36
R16,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",매우 유용할 것 같다,19
R16,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",매우 원한다,14
R16,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"관광지/문화체험 (박물관, 전시회 등)",11
R16,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),GLOU Mate 동행 매칭 (비슷한 관심사의 외국인과 함께 한국 경험 공유),11
R16,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",8
R16,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,5
R16,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,매우 참여하고 싶다,13
R16,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,8
R16,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1개월 미만,4
R16,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,유학,3
R16,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,중급 수준 (일상 대화 가능),11
R16,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,매우 참여하고 싶다,8
R16,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.","Although I have not lived in Korea yet, the most difficult part while preparing was finding reliable information about everyday life, especially banking, transportation, and immigration procedures.
For example, while researching in June 2026 for my study plans, I found that different websites and online communities often gave conflicting information about opening a bank account and obtaining an Alien Registration Card (ARC). I was unsure which steps international students needed to complete first after arriving.
To resolve this, I compared information from official government and university websites and read experiences shared by international students. By organizing the information into a checklist, I gained a clearer understanding of what documents to prepare and what to do during my first few weeks in Korea. This experience taught me the importance of verifying information through official sources and planning ahead when adapting to a new country.",105
R16,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,"> I would like to see more practical, step-by-step guides for everyday life in Korea, especially for new international students. For example, information about opening a bank account, using public transportation, obtaining an Alien Registration Card (ARC), setting up a phone plan, and accessing healthcare in one place.

While preparing to study abroad, I often found information scattered across different websites and online communities. Some of the information was outdated or inconsistent, making it difficult to know which guidance was accurate. Having verified, up-to-date content within GLOU would save time, reduce confusion, and help students feel more confident during their first weeks in Korea.

I also think a FAQ section based on real experiences from international students would be valuable, as it could address common concerns that official guides may not fully explain.",30
R16,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",I prefer not to share my contact information at this time. Thank you!,39
R16,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,Indonesian,5
R16,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,Thank you for creating a platform to support international students. I look forward to seeing GLOU continue to grow and become a helpful resource for students preparing to study and live in Korea. I appreciate the opportunity to share my feedback and hope it contributes to improving the service.,28
R17,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,기타 아시아,3
R17,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,5
R17,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,4
R17,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,10
R17,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,매우 쉽게 구분된다,9
R17,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",13
R17,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",0
R17,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"예약앱 (병원, 식당, 숙소 예약 등)",0
R17,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,복잡한 한국어 인터페이스,27
R17,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,11
R17,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",매우 유용할 것 같다,14
R17,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",보통이다,12
R17,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,모두 동등하게 필요하다,12
R17,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),Ask GLOU AI (AI 챗봇으로 한국 생활 정보 및 추천 받기),69
R17,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",8
R17,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,9
R17,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,매우 참여하고 싶다,8
R17,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,10
R17,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,4
R17,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,기타,6
R17,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,중급 수준 (일상 대화 가능),13
R17,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,매우 참여하고 싶다,14
R17,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",So far i still struggling in talking because my korean still lacking. And somehow it made me not really confident enough to communicate. I think that’s the most difficult aspect for me living in korea. So the only way to resolve it is to study even harder. Since i don’t take any language class here and only study by myself. It’s kinda hard but i will get through it,53
R17,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,Maybe more information about some locals recommendations and it must be legit information. Because i ever search this on different app and what they informed me is not accurate in reality,173
R17,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)","Instagram : heyjoojooly
email : [이메일-마스킹]",78
R17,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,Indonesian,18
R17,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,'-,13
R18,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,일본,2
R18,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,3
R18,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,2
R18,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",별로 신뢰하지 않는다,9
R18,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,어느 정도 구분된다,4
R18,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",27
R18,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,한국 휴대폰 번호 부재,4
R18,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,20
R18,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",매우 유용할 것 같다,12
R18,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",어느 정도 원한다,24
R18,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"한식당 (한우, 삼겹살, 찌개 등)",11
R18,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",25
R18,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,Ask GLOU AI (AI 챗봇으로 한국 생활 정보 및 추천 받기),7
R18,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,13
R18,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,매우 참여하고 싶다,41
R18,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,8
R18,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,4
R18,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,정착/이민,7
R18,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"고급 수준 (비즈니스 대화, 문서 이해)",5
R18,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,매우 참여하고 싶다,7
R18,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.","外国人登録を作っても、オンラインで登録できないことが多い
まず電話番号を登録しようとしても、銀行口座がないと作れない、だが銀行も電話番号がないと作れないと矛盾しているとき
すごく難しかった。なので韓国人の友達のを借りたりしないといけなかった",227
R18,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,"韓国で生活するうえでしないといけない手順などをマニュアルのように作ってくれたら嬉しい
それに従ってすればすべてうまくいくように",230
R18,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",インスタ　noka9.cw,207
R18,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,日本,28
R18,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,特になし,7
R19,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,유럽,2
R19,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,2
R19,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,1
R19,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,7
R19,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,판단하기 어렵다,6
R19,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",8
R19,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",0
R19,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,복잡한 한국어 인터페이스,15
R19,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,어느 정도 도움이 될 것 같다,13
R19,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,10
R19,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",보통이다,16
R19,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"한식당 (한우, 삼겹살, 찌개 등)",8
R19,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),K-Beauty 피부타입 추천 (본인의 피부타입에 맞는 K-뷰티 제품 추천),24
R19,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,Ask GLOU AI (AI 챗봇으로 한국 생활 정보 및 추천 받기),10
R19,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?","월 1,000원 - 3,000원",5
R19,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,별로 참여하고 싶지 않다,16
R19,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,12
R19,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,6개월 - 1년,5
R19,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,유학,4
R19,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,중급 수준 (일상 대화 가능),4
R19,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,잘 모르겠다,10
R19,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",I needed most help with making arc and bank accounts these ones were the hardest,16
R19,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,Maybe connect people who want to go eat or to go to do some activities together with,50
R19,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",No,67
R19,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,Estonian,3
R19,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,'-,18
R20,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,그 외 국가,2
R20,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,2
R20,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,30대,2
R20,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",별로 신뢰하지 않는다,8
R20,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,어느 정도 구분된다,7
R20,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",8
R20,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"배달앱 (배민, 쿠팡이츠 등)",0
R20,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"쇼핑앱 (쿠팡, 네이버 쇼핑 등)",0
R20,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,"본인인증(공인인증서, 생체인증 등) 불가",37
R20,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,보통이다,18
R20,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,13
